,Repositório,Organização,Dockerfile,Linguagens,Data Criação,Data Update,Repo link
2,hekra01/docker,,"FROM busybox


ENV PATH
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
3,hekra01/docker,,"CMD [ ""echo"", [ ""nested json"" ] ]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
4,hekra01/docker,,"FROM	ubuntu:14.04
MAINTAINER	Seongyeol Lim <seongyeol37@gmail.com>


COPY	.	/go/src/github.com/docker/docker
ADD		.	/
ADD		[ ""vimrc"", ""/tmp"" ]
COPY	[ ""bashrc"", ""/tmp"" ]
COPY	[ ""test file"", ""/tmp"" ]
ADD		[ ""test file"", ""/tmp/test file"" ]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
5,hekra01/docker,,"FROM brimstone/ubuntu:14.04


MAINTAINER brimstone@the.narro.ws


# TORUN -v /var/run/docker.sock:/var/run/docker.sock


ENV GOPATH /go


# Set our command
ENTRYPOINT [""/usr/local/bin/consuldock""]


# Install the packages we need, clean up after them and us
RUN apt-get update \
	&& dpkg -l | awk '/^ii/ {print $2}' > /tmp/dpkg.clean \
    && apt-get install -y --no-install-recommends git golang ca-certificates \
    && apt-get clean \
    && rm -rf /var/lib/apt/lists \


	&& go get -v github.com/brimstone/consuldock \
    && mv $GOPATH/bin/consuldock /usr/local/bin/consuldock \


	&& dpkg -l | awk '/^ii/ {print $2}' > /tmp/dpkg.dirty \
	&& apt-get remove --purge -y $(diff /tmp/dpkg.clean /tmp/dpkg.dirty | awk '/^>/ {print $2}') \
	&& rm /tmp/dpkg.* \
	&& rm -rf $GOPATH
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
6,hekra01/docker,,"FROM brimstone/ubuntu:14.04


CMD []


ENTRYPOINT [""/usr/bin/consul"", ""agent"", ""-server"", ""-data-dir=/consul"", ""-client=0.0.0.0"", ""-ui-dir=/webui""]


EXPOSE 8500 8600 8400 8301 8302


RUN apt-get update \
    && apt-get install -y unzip wget \
	&& apt-get clean \
	&& rm -rf /var/lib/apt/lists


RUN cd /tmp \
    && wget https://dl.bintray.com/mitchellh/consul/0.3.1_web_ui.zip \
       -O web_ui.zip \
    && unzip web_ui.zip \
    && mv dist /webui \
    && rm web_ui.zip


RUN apt-get update \
	&& dpkg -l | awk '/^ii/ {print $2}' > /tmp/dpkg.clean \
    && apt-get install -y --no-install-recommends unzip wget \
    && apt-get clean \
    && rm -rf /var/lib/apt/lists \


    && cd /tmp \
    && wget https://dl.bintray.com/mitchellh/consul/0.3.1_web_ui.zip \
       -O web_ui.zip \
    && unzip web_ui.zip \
    && mv dist /webui \
    && rm web_ui.zip \


	&& dpkg -l | awk '/^ii/ {print $2}' > /tmp/dpkg.dirty \
	&& apt-get remove --purge -y $(diff /tmp/dpkg.clean /tmp/dpkg.dirty | awk '/^>/ {print $2}') \
	&& rm /tmp/dpkg.*


ENV GOPATH /go


RUN apt-get update \
	&& dpkg -l | awk '/^ii/ {print $2}' > /tmp/dpkg.clean \
    && apt-get install -y --no-install-recommends git golang ca-certificates build-essential \
    && apt-get clean \
    && rm -rf /var/lib/apt/lists \


	&& go get -v github.com/hashicorp/consul \
	&& mv $GOPATH/bin/consul /usr/bin/consul \


	&& dpkg -l | awk '/^ii/ {print $2}' > /tmp/dpkg.dirty \
	&& apt-get remove --purge -y $(diff /tmp/dpkg.clean /tmp/dpkg.dirty | awk '/^>/ {print $2}') \
	&& rm /tmp/dpkg.* \
	&& rm -rf $GOPATH
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
7,hekra01/docker,,"FROM ubuntu:14.04


RUN echo hello\
  world\
  goodnight  \
  moon\
  light\
ning
RUN echo hello  \
  world
RUN echo hello  \
world
RUN echo hello \
goodbye\
frog
RUN echo hello  \  
world
RUN echo hi \
 \
 world \
\
 good\
\
night
RUN echo goodbye\
frog
RUN echo good\
bye\
frog


RUN echo hello \
# this is a comment


# this is a comment with a blank line surrounding it


this is some more useful stuff
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
8,hekra01/docker,,"FROM cpuguy83/ubuntu
ENV NAGIOS_HOME /opt/nagios
ENV NAGIOS_USER nagios
ENV NAGIOS_GROUP nagios
ENV NAGIOS_CMDUSER nagios
ENV NAGIOS_CMDGROUP nagios
ENV NAGIOSADMIN_USER nagiosadmin
ENV NAGIOSADMIN_PASS nagios
ENV APACHE_RUN_USER nagios
ENV APACHE_RUN_GROUP nagios
ENV NAGIOS_TIMEZONE UTC


RUN sed -i 's/universe/universe multiverse/' /etc/apt/sources.list
RUN apt-get update && apt-get install -y iputils-ping netcat build-essential snmp snmpd snmp-mibs-downloader php5-cli apache2 libapache2-mod-php5 runit bc postfix bsd-mailx
RUN ( egrep -i  ""^${NAGIOS_GROUP}"" /etc/group || groupadd $NAGIOS_GROUP ) && ( egrep -i ""^${NAGIOS_CMDGROUP}"" /etc/group || groupadd $NAGIOS_CMDGROUP )
RUN ( id -u $NAGIOS_USER || useradd --system $NAGIOS_USER -g $NAGIOS_GROUP -d $NAGIOS_HOME ) && ( id -u $NAGIOS_CMDUSER || useradd --system -d $NAGIOS_HOME -g $NAGIOS_CMDGROUP $NAGIOS_CMDUSER )


ADD http://downloads.sourceforge.net/project/nagios/nagios-3.x/nagios-3.5.1/nagios-3.5.1.tar.gz?r=http%3A%2F%2Fwww.nagios.org%2Fdownload%2Fcore%2Fthanks%2F%3Ft%3D1398863696&ts=1398863718&use_mirror=superb-dca3 /tmp/nagios.tar.gz
RUN cd /tmp && tar -zxvf nagios.tar.gz && cd nagios  && ./configure --prefix=${NAGIOS_HOME} --exec-prefix=${NAGIOS_HOME} --enable-event-broker --with-nagios-command-user=${NAGIOS_CMDUSER} --with-command-group=${NAGIOS_CMDGROUP} --with-nagios-user=${NAGIOS_USER} --with-nagios-group=${NAGIOS_GROUP} && make all && make install && make install-config && make install-commandmode && cp sample-config/httpd.conf /etc/apache2/conf.d/nagios.conf
ADD http://www.nagios-plugins.org/download/nagios-plugins-1.5.tar.gz /tmp/
RUN cd /tmp && tar -zxvf nagios-plugins-1.5.tar.gz && cd nagios-plugins-1.5 && ./configure --prefix=${NAGIOS_HOME} && make && make install


RUN sed -i.bak 's/.*\=www\-data//g' /etc/apache2/envvars
RUN export DOC_ROOT=""DocumentRoot $(echo $NAGIOS_HOME/share)""; sed -i ""s,DocumentRoot.*,$DOC_ROOT,"" /etc/apache2/sites-enabled/000-default


RUN ln -s ${NAGIOS_HOME}/bin/nagios /usr/local/bin/nagios && mkdir -p /usr/share/snmp/mibs && chmod 0755 /usr/share/snmp/mibs && touch /usr/share/snmp/mibs/.foo


RUN echo ""use_timezone=$NAGIOS_TIMEZONE"" >> ${NAGIOS_HOME}/etc/nagios.cfg && echo ""SetEnv TZ \""${NAGIOS_TIMEZONE}\"""" >> /etc/apache2/conf.d/nagios.conf


RUN mkdir -p ${NAGIOS_HOME}/etc/conf.d && mkdir -p ${NAGIOS_HOME}/etc/monitor && ln -s /usr/share/snmp/mibs ${NAGIOS_HOME}/libexec/mibs
RUN echo ""cfg_dir=${NAGIOS_HOME}/etc/conf.d"" >> ${NAGIOS_HOME}/etc/nagios.cfg
RUN echo ""cfg_dir=${NAGIOS_HOME}/etc/monitor"" >> ${NAGIOS_HOME}/etc/nagios.cfg
RUN download-mibs && echo ""mibs +ALL"" > /etc/snmp/snmp.conf


RUN sed -i 's,/bin/mail,/usr/bin/mail,' /opt/nagios/etc/objects/commands.cfg && \
  sed -i 's,/usr/usr,/usr,' /opt/nagios/etc/objects/commands.cfg
RUN cp /etc/services /var/spool/postfix/etc/


RUN mkdir -p /etc/sv/nagios && mkdir -p /etc/sv/apache && rm -rf /etc/sv/getty-5 && mkdir -p /etc/sv/postfix
ADD nagios.init /etc/sv/nagios/run
ADD apache.init /etc/sv/apache/run
ADD postfix.init /etc/sv/postfix/run
ADD postfix.stop /etc/sv/postfix/finish


ADD start.sh /usr/local/bin/start_nagios


ENV APACHE_LOCK_DIR /var/run
ENV APACHE_LOG_DIR /var/log/apache2


EXPOSE 80


VOLUME [""/opt/nagios/var"", ""/opt/nagios/etc"", ""/opt/nagios/libexec"", ""/var/log/apache2"", ""/usr/share/snmp/mibs""]


CMD [""/usr/local/bin/start_nagios""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
9,hekra01/docker,,"# This file describes the standard way to build Docker, using docker
#
# Usage:
#
# # Assemble the full dev environment. This is slow the first time.
# docker build -t docker .
#
# # Mount your source in an interactive container for quick testing:
# docker run -v `pwd`:/go/src/github.com/docker/docker --privileged -i -t docker bash
#
# # Run the test suite:
# docker run --privileged docker hack/make.sh test
#
# # Publish a release:
# docker run --privileged \
#  -e AWS_S3_BUCKET=baz \
#  -e AWS_ACCESS_KEY=foo \
#  -e AWS_SECRET_KEY=bar \
#  -e GPG_PASSPHRASE=gloubiboulga \
#  docker hack/release.sh
#
# Note: Apparmor used to mess with privileged mode, but this is no longer
# the case. Therefore, you don't have to disable it anymore.
#


FROM	ubuntu:14.04
MAINTAINER	Tianon Gravi <admwiggin@gmail.com> (@tianon)


# Packaged dependencies
RUN	apt-get update && DEBIAN_FRONTEND=noninteractive apt-get install -yq \
	apt-utils \
	aufs-tools \
	automake \
	btrfs-tools \
	build-essential \
	curl \
	dpkg-sig \
	git \
	iptables \
	libapparmor-dev \
	libcap-dev \
	libsqlite3-dev \
	lxc=1.0* \
	mercurial \
	pandoc \
	parallel \
	reprepro \
	ruby1.9.1 \
	ruby1.9.1-dev \
	s3cmd=1.1.0* \
	--no-install-recommends


# Get lvm2 source for compiling statically
RUN	git clone --no-checkout https://git.fedorahosted.org/git/lvm2.git /usr/local/lvm2 && cd /usr/local/lvm2 && git checkout -q v2_02_103
# see https://git.fedorahosted.org/cgit/lvm2.git/refs/tags for release tags
# note: we don't use ""git clone -b"" above because it then spews big nasty warnings about 'detached HEAD' state that we can't silence as easily as we can silence them using ""git checkout"" directly


# Compile and install lvm2
RUN	cd /usr/local/lvm2 && ./configure --enable-static_link && make device-mapper && make install_device-mapper
# see https://git.fedorahosted.org/cgit/lvm2.git/tree/INSTALL


# Install Go
RUN	curl -sSL https://golang.org/dl/go1.3.src.tar.gz | tar -v -C /usr/local -xz
ENV	PATH	/usr/local/go/bin:$PATH
ENV	GOPATH	/go:/go/src/github.com/docker/docker/vendor
RUN	cd /usr/local/go/src && ./make.bash --no-clean 2>&1


# Compile Go for cross compilation
ENV	DOCKER_CROSSPLATFORMS	\
	linux/386 linux/arm \
	darwin/amd64 darwin/386 \
	freebsd/amd64 freebsd/386 freebsd/arm
# (set an explicit GOARM of 5 for maximum compatibility)
ENV	GOARM	5
RUN	cd /usr/local/go/src && bash -xc 'for platform in $DOCKER_CROSSPLATFORMS; do GOOS=${platform%/*} GOARCH=${platform##*/} ./make.bash --no-clean 2>&1; done'


# Grab Go's cover tool for dead-simple code coverage testing
RUN	go get golang.org/x/tools/cmd/cover


# TODO replace FPM with some very minimal debhelper stuff
RUN	gem install --no-rdoc --no-ri fpm --version 1.0.2


# Get the ""busybox"" image source so we can build locally instead of pulling
RUN	git clone -b buildroot-2014.02 https://github.com/jpetazzo/docker-busybox.git /docker-busybox


# Setup s3cmd config
RUN	/bin/echo -e '[default]\naccess_key=$AWS_ACCESS_KEY\nsecret_key=$AWS_SECRET_KEY' > /.s3cfg


# Set user.email so crosbymichael's in-container merge commits go smoothly
RUN	git config --global user.email 'docker-dummy@example.com'


# Add an unprivileged user to be used for tests which need it
RUN groupadd -r docker
RUN useradd --create-home --gid docker unprivilegeduser


VOLUME	/var/lib/docker
WORKDIR	/go/src/github.com/docker/docker
ENV	DOCKER_BUILDTAGS	apparmor selinux


# Wrap all commands in the ""docker-in-docker"" script to allow nested containers
ENTRYPOINT	[""hack/dind""]


# Upload docker source
COPY	.	/go/src/github.com/docker/docker
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
10,hekra01/docker,,"FROM ubuntu
ENV name value
ENV name=value
ENV name=value name2=value2
ENV name=""value value1""
ENV name=value\ value2
ENV name=""value'quote space'value2""
ENV name='value""double quote""value2'
ENV name=value\ value2 name2=value2\ value3
ENV name=""a\""b""
ENV name=""a\'b""
ENV name='a\'b'
ENV name='a\'b''
ENV name='a\""b'
ENV name=""''""
# don't put anything after the next line - it must be the last line of the
# Dockerfile and it must end with \
ENV name=value \
    name1=value1 \
    name2=""value2a \
           value2b"" \
    name3=""value3a\n\""value3b\"""" \
	name4=""value4a\\nvalue4b"" \
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
11,hekra01/docker,,"FROM ubuntu:14.04
MAINTAINER Erik \\Hollensbe <erik@hollensbe.org>\""


RUN apt-get \update && \
  apt-get \""install znc -y
ADD \conf\\"" /.znc

RUN foo \

bar \

baz

CMD [ ""\/usr\\\""/bin/znc"", ""-f"", ""-r"" ]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
12,hekra01/docker,,"FROM scratch
COPY foo /tmp/
COPY --user=me foo /tmp/
COPY --doit=true foo /tmp/
COPY --user=me --doit=true foo /tmp/
COPY --doit=true -- foo /tmp/
COPY -- foo /tmp/
CMD --doit [ ""a"", ""b"" ]
CMD --doit=true -- [ ""a"", ""b"" ]
CMD --doit -- [ ]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
13,hekra01/docker,,"FROM ubuntu:14.04


RUN apt-get update && apt-get install wget -y
RUN wget http://s3.amazonaws.com/influxdb/influxdb_latest_amd64.deb
RUN dpkg -i influxdb_latest_amd64.deb
RUN rm -r /opt/influxdb/shared


VOLUME /opt/influxdb/shared


CMD /usr/bin/influxdb --pidfile /var/run/influxdb.pid -config /opt/influxdb/shared/config.toml


EXPOSE 8083
EXPOSE 8086
EXPOSE 8090
EXPOSE 8099
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
14,hekra01/docker,,"CMD ""[\""echo\"", \""Phew, I just managed to escaped those double quotes\""]""
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
15,hekra01/docker,,"CMD '[""echo"", ""Well, JSON in a string is JSON too?""]'
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
16,hekra01/docker,,"CMD ['echo','single quotes are invalid JSON']
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
17,hekra01/docker,,"CMD [""echo"", ""Please, close the brackets when you're done""
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
18,hekra01/docker,,"CMD [""echo"", ""look ma, no quote!]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
19,hekra01/docker,,"CMD []
CMD [""""]
CMD [""a""]
CMD [""a"",""b""]
CMD [ ""a"", ""b"" ]
CMD [	""a"",	""b""	]
CMD	[	""a"",	""b""	]	
CMD [""abc 123"", ""♥"", ""☃"", ""\"" \\ \/ \b \f \n \r \t \u0000""]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
20,hekra01/docker,,"FROM ubuntu:14.04
MAINTAINER James Turnbull ""james@example.com""
ENV REFRESHED_AT 2014-06-01
RUN apt-get update
RUN apt-get -y install redis-server redis-tools
EXPOSE 6379
ENTRYPOINT [ ""/usr/bin/redis-server"" ]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
21,hekra01/docker,,"FROM busybox:buildroot-2014.02


MAINTAINER docker <docker@docker.io>


ONBUILD RUN [""echo"", ""test""]
ONBUILD RUN echo test
ONBUILD COPY . /




# RUN Commands \
# linebreak in comment \
RUN [""ls"", ""-la""]
RUN [""echo"", ""'1234'""]
RUN echo ""1234""
RUN echo 1234
RUN echo '1234' && \
    echo ""456"" && \
    echo 789
RUN    sh -c 'echo root:testpass \
        > /tmp/passwd'
RUN mkdir -p /test /test2 /test3/test


# ENV \
ENV SCUBA 1 DUBA 3
ENV SCUBA ""1 DUBA 3""


# CMD \
CMD [""echo"", ""test""]
CMD echo test
CMD echo ""test""
CMD echo 'test'
CMD echo 'test' | wc -


#EXPOSE\
EXPOSE 3000
EXPOSE 9000 5000 6000


USER docker
USER docker:root


VOLUME [""/test""]
VOLUME [""/test"", ""/test2""]
VOLUME /test3


WORKDIR /test


ADD . /
COPY . copy
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
22,hekra01/docker,,"FROM ubuntu:14.04


RUN apt-get update -qy && apt-get install mutt offlineimap vim-nox abook elinks curl tmux cron zsh -y
ADD .muttrc /
ADD .offlineimaprc /
ADD .tmux.conf /
ADD mutt /.mutt
ADD vim /.vim
ADD vimrc /.vimrc
ADD crontab /etc/crontab
RUN chmod 644 /etc/crontab
RUN mkdir /Mail
RUN mkdir /.offlineimap
RUN echo ""export TERM=screen-256color"" >/.zshenv


CMD setsid cron; tmux -2
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
23,hekra01/docker,,"FROM foo


VOLUME /opt/nagios/var /opt/nagios/etc /opt/nagios/libexec /var/log/apache2 /usr/share/snmp/mibs
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
24,hekra01/docker,,"FROM ubuntu:14.04


RUN apt-get update && apt-get install libcap2-bin mumble-server -y


ADD ./mumble-server.ini /etc/mumble-server.ini


CMD /usr/sbin/murmurd
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
25,hekra01/docker,,"FROM ubuntu:14.04
MAINTAINER Erik Hollensbe <erik@hollensbe.org>


RUN apt-get update && apt-get install nginx-full -y
RUN rm -rf /etc/nginx
ADD etc /etc/nginx
RUN chown -R root:root /etc/nginx
RUN /usr/sbin/nginx -qt
RUN mkdir /www


CMD [""/usr/sbin/nginx""]


VOLUME /www
EXPOSE 80
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
26,hekra01/docker,,"FROM ubuntu:12.04


EXPOSE 27015
EXPOSE 27005
EXPOSE 26901
EXPOSE 27020


RUN apt-get update && apt-get install libc6-dev-i386 curl unzip -y
RUN mkdir -p /steam
RUN curl http://media.steampowered.com/client/steamcmd_linux.tar.gz | tar vxz -C /steam
ADD ./script /steam/script
RUN /steam/steamcmd.sh +runscript /steam/script
RUN curl http://mirror.pointysoftware.net/alliedmodders/mmsource-1.10.0-linux.tar.gz | tar vxz -C /steam/tf2/tf
RUN curl http://mirror.pointysoftware.net/alliedmodders/sourcemod-1.5.3-linux.tar.gz | tar vxz -C /steam/tf2/tf
ADD ./server.cfg /steam/tf2/tf/cfg/server.cfg
ADD ./ctf_2fort.cfg /steam/tf2/tf/cfg/ctf_2fort.cfg
ADD ./sourcemod.cfg /steam/tf2/tf/cfg/sourcemod/sourcemod.cfg
RUN rm -r /steam/tf2/tf/addons/sourcemod/configs
ADD ./configs /steam/tf2/tf/addons/sourcemod/configs
RUN mkdir -p /steam/tf2/tf/addons/sourcemod/translations/en
RUN cp /steam/tf2/tf/addons/sourcemod/translations/*.txt /steam/tf2/tf/addons/sourcemod/translations/en


CMD cd /steam/tf2 && ./srcds_run -port 27015 +ip 0.0.0.0 +map ctf_2fort -autoupdate -steam_dir /steam -steamcmd_script /steam/script +tf_bot_quota 12 +tf_bot_quota_mode fill
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
27,hekra01/docker,,"FROM ubuntu:14.04


RUN apt-get update -qy && apt-get install tmux zsh weechat-curses -y


ADD .weechat /.weechat
ADD .tmux.conf /
RUN echo ""export TERM=screen-256color"" >/.zshenv


CMD zsh -c weechat
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
28,hekra01/docker,,"FROM ubuntu:14.04
MAINTAINER Erik Hollensbe <erik@hollensbe.org>


RUN apt-get update && apt-get install znc -y
ADD conf /.znc


CMD [ ""/usr/bin/znc"", ""-f"", ""-r"" ]
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
29,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/deb/generate.sh""!
#


FROM debian:jessie


RUN apt-get update && apt-get install -y bash-completion btrfs-tools build-essential curl ca-certificates debhelper dh-systemd git libapparmor-dev libdevmapper-dev libsqlite3-dev --no-install-recommends && rm -rf /var/lib/apt/lists/*


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS apparmor selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
0,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/deb/generate.sh""!
#


FROM debian:stretch


RUN apt-get update && apt-get install -y bash-completion btrfs-tools build-essential curl ca-certificates debhelper dh-systemd git libapparmor-dev libdevmapper-dev libsqlite3-dev --no-install-recommends && rm -rf /var/lib/apt/lists/*


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS apparmor selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
1,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/deb/generate.sh""!
#


FROM debian:wheezy
RUN echo deb http://http.debian.net/debian wheezy-backports main > /etc/apt/sources.list.d/wheezy-backports.list


RUN apt-get update && apt-get install -y bash-completion btrfs-tools build-essential curl ca-certificates debhelper dh-systemd git libapparmor-dev libdevmapper-dev libsqlite3-dev --no-install-recommends && rm -rf /var/lib/apt/lists/*


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS apparmor selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
2,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/deb/generate.sh""!
#


FROM ubuntu-debootstrap:trusty


RUN apt-get update && apt-get install -y bash-completion btrfs-tools build-essential curl ca-certificates debhelper dh-systemd git libapparmor-dev libdevmapper-dev libsqlite3-dev --no-install-recommends && rm -rf /var/lib/apt/lists/*


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS apparmor selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
3,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/deb/generate.sh""!
#


FROM ubuntu-debootstrap:utopic


RUN apt-get update && apt-get install -y bash-completion btrfs-tools build-essential curl ca-certificates debhelper dh-systemd git libapparmor-dev libdevmapper-dev libsqlite3-dev --no-install-recommends && rm -rf /var/lib/apt/lists/*


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS apparmor selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
4,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/deb/generate.sh""!
#


FROM ubuntu-debootstrap:vivid


RUN apt-get update && apt-get install -y bash-completion btrfs-tools build-essential curl ca-certificates debhelper dh-systemd git libapparmor-dev libdevmapper-dev libsqlite3-dev --no-install-recommends && rm -rf /var/lib/apt/lists/*


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS apparmor selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
5,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/rpm/generate.sh""!
#


FROM centos:6


RUN yum groupinstall -y ""Development Tools""
RUN yum install -y btrfs-progs-devel device-mapper-devel glibc-static libselinux-devel sqlite-devel tar


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS selinux exclude_graphdriver_btrfs
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
6,hekra01/docker,,"#
# THIS FILE IS AUTOGENERATED; SEE ""contrib/builder/rpm/generate.sh""!
#


FROM centos:7


RUN yum groupinstall -y ""Development Tools""
RUN yum -y swap -- remove systemd-container systemd-container-libs -- install systemd systemd-libs
RUN yum install -y btrfs-progs-devel device-mapper-devel glibc-static libselinux-devel sqlite-devel tar


ENV GO_VERSION 1.4.2
RUN curl -fSL ""https://storage.googleapis.com/golang/go${GO_VERSION}.linux-amd64.tar.gz"" | tar xzC /usr/local
ENV PATH $PATH:/usr/local/go/bin


ENV AUTO_GOPATH 1
ENV DOCKER_BUILDTAGS selinux
","Go
92.1%





Shell
7.7%





Other
0.2%",2015-07-30 23:45:05,2015-07-30 23:46:57,https://github.com/hekra01/docker
